"Atom number","Rang","Delta P"
"17","1","0.162"
"20","2","0.162"
"4","3","0.026"
"1","4","0.015"
"3","5","0.015"
"6","6","-0.147"
"8","7","-0.147"
"13","8","-0.147"
"26","9","-0.147"
"7","10","-0.162"
"5","11","-0.183"
"16","12","-0.192"
"21","13","-0.192"
"2","14","-0.209"
"25","15","-0.278"
"12","16","-0.300"
"24","17","-0.346"
"27","18","-0.373"
"22","19","-0.375"
"9","20","-0.383"
"23","21","-0.400"
"11","22","-0.412"
"10","23","-0.419"
"18","24","-0.431"
"14","25","-0.436"
"28","26","-0.479"
"15","27","-0.481"
"29","28","-0.659"
"19","29","-0.786"
