"Atom number","Rang","Delta P"
"1","1","0.788"
"3","2","0.788"
"20","3","0.727"
"21","4","0.727"
"11","5","0.108"
"17","6","-0.015"
"6","7","-0.087"
"12","8","-0.119"
"5","9","-0.161"
"13","10","-0.191"
"16","11","-0.191"
"18","12","-0.191"
"30","13","-0.286"
"4","14","-0.327"
"2","15","-0.366"
"15","16","-0.405"
"14","17","-0.406"
"19","18","-0.423"
"9","19","-0.435"
"29","20","-0.463"
"22","21","-0.473"
"28","22","-0.498"
"24","23","-0.521"
"34","24","-0.556"
"7","25","-0.593"
"23","26","-0.624"
"32","27","-0.634"
"31","28","-0.642"
"25","29","-0.669"
"26","30","-0.679"
"27","31","-0.694"
"33","32","-0.716"
"10","33","-0.736"
"36","34","-0.785"
"35","35","-0.852"
"8","36","-0.854"
