"Atom number","Rang","Delta P"
"20","1","0.697"
"3","2","0.292"
"8","3","0.193"
"7","4","0.008"
"1","5","0.003"
"11","6","-0.011"
"19","7","-0.011"
"25","8","-0.065"
"12","9","-0.074"
"14","10","-0.080"
"26","11","-0.086"
"27","12","-0.086"
"6","13","-0.099"
"16","14","-0.102"
"17","15","-0.102"
"2","16","-0.113"
"4","17","-0.117"
"5","18","-0.121"
"9","19","-0.122"
"21","20","-0.122"
"24","21","-0.149"
"23","22","-0.176"
"28","23","-0.176"
"22","24","-0.177"
"29","25","-0.177"
"18","26","-0.211"
"15","27","-0.225"
"13","28","-0.266"
"10","29","-0.359"
