"Atom number","Rang","Delta P"
"1","1","0.465"
"7","2","0.036"
"4","3","-0.005"
"10","4","-0.050"
"22","5","-0.104"
"3","6","-0.126"
"2","7","-0.135"
"5","8","-0.152"
"15","9","-0.154"
"6","10","-0.174"
"21","11","-0.203"
"14","12","-0.217"
"16","13","-0.217"
"13","14","-0.382"
"17","15","-0.382"
"8","16","-0.402"
"26","17","-0.402"
"19","18","-0.430"
"24","19","-0.430"
"20","20","-0.433"
"23","21","-0.433"
"9","22","-0.518"
"25","23","-0.518"
"12","24","-0.657"
"11","25","-0.694"
"18","26","-0.711"
