"Atom number","Rang","Delta P"
"10","1","0.528"
"12","2","-0.085"
"31","3","-0.238"
"3","4","-0.297"
"6","5","-0.297"
"8","6","-0.297"
"22","7","-0.297"
"18","8","-0.305"
"15","9","-0.315"
"1","10","-0.364"
"9","11","-0.369"
"35","12","-0.377"
"36","13","-0.377"
"33","14","-0.402"
"26","15","-0.430"
"34","16","-0.430"
"16","17","-0.445"
"2","18","-0.478"
"21","19","-0.478"
"4","20","-0.524"
"24","21","-0.587"
"32","22","-0.636"
"30","23","-0.663"
"20","24","-0.696"
"13","25","-0.698"
"5","26","-0.710"
"11","27","-0.750"
"14","28","-0.753"
"7","29","-0.764"
"29","30","-0.764"
"27","31","-0.822"
"17","32","-0.825"
"23","33","-0.867"
"19","34","-0.872"
"28","35","-0.872"
"25","36","-0.885"
