"Atom number","Rang","Delta P"
"27","1","0.580"
"28","2","0.580"
"9","3","0.570"
"2","4","0.496"
"17","5","0.054"
"25","6","-0.185"
"13","7","-0.298"
"12","8","-0.299"
"14","9","-0.299"
"1","10","-0.422"
"11","11","-0.451"
"15","12","-0.451"
"19","13","-0.502"
"8","14","-0.559"
"18","15","-0.605"
"4","16","-0.612"
"20","17","-0.620"
"26","18","-0.622"
"10","19","-0.720"
"21","20","-0.733"
"16","21","-0.738"
"29","22","-0.772"
"24","23","-0.788"
"22","24","-0.807"
"23","25","-0.837"
"5","26","-0.839"
"6","27","-0.856"
"7","28","-0.863"
"3","29","-0.941"
