"Atom number","Rang","Delta P"
"21","1","0.693"
"33","2","0.380"
"1","3","0.065"
"29","4","0.028"
"3","5","0.005"
"2","6","-0.032"
"26","7","-0.042"
"14","8","-0.135"
"23","9","-0.174"
"12","10","-0.192"
"5","11","-0.234"
"8","12","-0.234"
"17","13","-0.234"
"20","14","-0.234"
"24","15","-0.234"
"27","16","-0.234"
"30","17","-0.234"
"13","18","-0.282"
"34","19","-0.332"
"15","20","-0.334"
"16","21","-0.369"
"19","22","-0.399"
"22","23","-0.423"
"32","24","-0.554"
"7","25","-0.557"
"6","26","-0.587"
"18","27","-0.602"
"4","28","-0.645"
"10","29","-0.685"
"25","30","-0.703"
"28","31","-0.703"
"31","32","-0.703"
"9","33","-0.773"
"11","34","-0.836"
