"Atom number","Rang","Delta P"
"27","1","0.736"
"2","2","0.211"
"30","3","-0.034"
"14","4","-0.075"
"31","5","-0.075"
"29","6","-0.136"
"15","7","-0.147"
"6","8","-0.149"
"25","9","-0.157"
"24","10","-0.162"
"10","11","-0.182"
"34","12","-0.197"
"23","13","-0.199"
"11","14","-0.205"
"18","15","-0.212"
"37","16","-0.215"
"1","17","-0.218"
"3","18","-0.223"
"4","19","-0.223"
"39","20","-0.228"
"8","21","-0.251"
"5","22","-0.349"
"28","23","-0.350"
"36","24","-0.366"
"17","25","-0.398"
"7","26","-0.413"
"32","27","-0.415"
"26","28","-0.421"
"33","29","-0.426"
"35","30","-0.431"
"12","31","-0.433"
"9","32","-0.440"
"13","33","-0.469"
"22","34","-0.505"
"16","35","-0.512"
"19","36","-0.512"
"40","37","-0.516"
"20","38","-0.541"
"21","39","-0.575"
"38","40","-0.599"
