"Atom number","Rang","Delta P"
"18","1","0.573"
"20","2","0.573"
"2","3","0.448"
"16","4","0.214"
"25","5","-0.049"
"24","6","-0.074"
"17","7","-0.081"
"28","8","-0.119"
"29","9","-0.119"
"1","10","-0.201"
"8","11","-0.287"
"14","12","-0.325"
"13","13","-0.359"
"15","14","-0.368"
"19","15","-0.376"
"21","16","-0.376"
"23","17","-0.430"
"12","18","-0.434"
"26","19","-0.458"
"6","20","-0.473"
"4","21","-0.538"
"9","22","-0.555"
"5","23","-0.576"
"10","24","-0.696"
"11","25","-0.737"
"22","26","-0.768"
"7","27","-0.772"
"27","28","-0.813"
"3","29","-0.824"
