"Atom number","Rang","Delta P"
"1","1","0.404"
"16","2","0.088"
"20","3","-0.029"
"21","4","-0.029"
"19","5","-0.086"
"12","6","-0.129"
"8","7","-0.145"
"13","8","-0.176"
"24","9","-0.177"
"11","10","-0.223"
"4","11","-0.281"
"26","12","-0.282"
"6","13","-0.310"
"17","14","-0.317"
"7","15","-0.346"
"23","16","-0.362"
"29","17","-0.370"
"14","18","-0.373"
"15","19","-0.386"
"30","20","-0.389"
"9","21","-0.419"
"18","22","-0.452"
"3","23","-0.489"
"22","24","-0.495"
"27","25","-0.499"
"10","26","-0.547"
"5","27","-0.558"
"2","28","-0.560"
"28","29","-0.576"
"25","30","-0.600"
