"Atom number","Rang","Delta P"
"10","1","0.346"
"1","2","0.022"
"3","3","-0.042"
"6","4","-0.042"
"8","5","-0.042"
"22","6","-0.042"
"35","7","-0.126"
"36","8","-0.126"
"31","9","-0.149"
"34","10","-0.160"
"18","11","-0.163"
"15","12","-0.164"
"30","13","-0.204"
"26","14","-0.248"
"33","15","-0.306"
"24","16","-0.311"
"9","17","-0.324"
"32","18","-0.348"
"4","19","-0.371"
"16","20","-0.381"
"21","21","-0.393"
"28","22","-0.410"
"20","23","-0.469"
"12","24","-0.512"
"2","25","-0.532"
"14","26","-0.535"
"29","27","-0.588"
"11","28","-0.597"
"5","29","-0.653"
"13","30","-0.671"
"23","31","-0.716"
"17","32","-0.779"
"19","33","-0.808"
"27","34","-0.810"
"7","35","-0.816"
"25","36","-0.830"
