"Atom number","Rang","Delta P"
"7","1","0.212"
"4","2","0.206"
"17","3","0.136"
"20","4","0.136"
"1","5","0.132"
"3","6","0.132"
"12","7","-0.025"
"6","8","-0.051"
"8","9","-0.051"
"13","10","-0.051"
"26","11","-0.051"
"5","12","-0.158"
"25","13","-0.220"
"2","14","-0.278"
"24","15","-0.295"
"23","16","-0.370"
"11","17","-0.377"
"16","18","-0.394"
"21","19","-0.394"
"22","20","-0.424"
"9","21","-0.432"
"28","22","-0.496"
"10","23","-0.503"
"27","24","-0.535"
"14","25","-0.547"
"18","26","-0.558"
"15","27","-0.696"
"29","28","-0.699"
"19","29","-0.812"
