"Atom number","Rang","Delta P"
"12","1","0.749"
"11","2","0.113"
"1","3","0.040"
"3","4","0.024"
"22","5","0.012"
"9","6","-0.174"
"14","7","-0.174"
"17","8","-0.175"
"25","9","-0.186"
"4","10","-0.201"
"2","11","-0.246"
"7","12","-0.246"
"10","13","-0.295"
"13","14","-0.295"
"8","15","-0.320"
"6","16","-0.341"
"20","17","-0.345"
"16","18","-0.381"
"18","19","-0.413"
"23","20","-0.422"
"27","21","-0.462"
"5","22","-0.474"
"26","23","-0.586"
"24","24","-0.601"
"15","25","-0.608"
"19","26","-0.609"
"21","27","-0.640"
