"Atom number","Rang","Delta P"
"1","1","0.601"
"3","2","0.601"
"20","3","0.390"
"21","4","0.390"
"11","5","0.145"
"12","6","0.119"
"6","7","-0.137"
"14","8","-0.200"
"13","9","-0.326"
"16","10","-0.326"
"18","11","-0.326"
"9","12","-0.327"
"5","13","-0.328"
"17","14","-0.334"
"15","15","-0.337"
"4","16","-0.357"
"30","17","-0.390"
"34","18","-0.443"
"2","19","-0.489"
"10","20","-0.525"
"32","21","-0.529"
"24","22","-0.555"
"29","23","-0.555"
"7","24","-0.561"
"28","25","-0.584"
"19","26","-0.586"
"22","27","-0.657"
"36","28","-0.694"
"35","29","-0.695"
"23","30","-0.700"
"33","31","-0.700"
"31","32","-0.708"
"26","33","-0.746"
"27","34","-0.755"
"25","35","-0.833"
"8","36","-0.842"
