"Atom number","Rang","Delta P"
"12","1","0.599"
"11","2","-0.058"
"3","3","-0.164"
"22","4","-0.180"
"1","5","-0.247"
"4","6","-0.251"
"9","7","-0.322"
"14","8","-0.322"
"17","9","-0.325"
"10","10","-0.331"
"13","11","-0.331"
"25","12","-0.381"
"8","13","-0.399"
"2","14","-0.430"
"16","15","-0.481"
"27","16","-0.520"
"18","17","-0.532"
"7","18","-0.538"
"23","19","-0.546"
"20","20","-0.550"
"5","21","-0.584"
"6","22","-0.590"
"26","23","-0.633"
"15","24","-0.640"
"24","25","-0.700"
"21","26","-0.723"
"19","27","-0.740"
