"Atom number","Rang","Delta P"
"15","1","0.946"
"1","2","0.449"
"3","3","0.449"
"36","4","-0.093"
"7","5","-0.166"
"8","6","-0.181"
"14","7","-0.204"
"22","8","-0.271"
"23","9","-0.271"
"26","10","-0.282"
"11","11","-0.311"
"35","12","-0.319"
"25","13","-0.338"
"29","14","-0.347"
"2","15","-0.350"
"30","16","-0.366"
"6","17","-0.373"
"9","18","-0.401"
"27","19","-0.444"
"33","20","-0.450"
"13","21","-0.453"
"32","22","-0.471"
"12","23","-0.485"
"18","24","-0.557"
"42","25","-0.557"
"39","26","-0.559"
"19","27","-0.600"
"16","28","-0.627"
"37","29","-0.630"
"4","30","-0.664"
"38","31","-0.666"
"20","32","-0.673"
"10","33","-0.695"
"28","34","-0.712"
"5","35","-0.744"
"21","36","-0.766"
"17","37","-0.767"
"31","38","-0.769"
"24","39","-0.772"
"40","40","-0.789"
"41","41","-0.790"
"34","42","-0.802"
