"Atom number","Rang","Delta P"
"1","1","0.731"
"3","2","0.731"
"20","3","0.658"
"21","4","0.658"
"17","5","0.102"
"10","6","0.024"
"6","7","0.000"
"13","8","-0.020"
"16","9","-0.020"
"18","10","-0.020"
"14","11","-0.077"
"15","12","-0.100"
"11","13","-0.114"
"24","14","-0.128"
"25","15","-0.190"
"5","16","-0.195"
"30","17","-0.276"
"2","18","-0.282"
"29","19","-0.312"
"27","20","-0.333"
"26","21","-0.337"
"4","22","-0.370"
"34","23","-0.375"
"19","24","-0.376"
"9","25","-0.398"
"28","26","-0.430"
"22","27","-0.457"
"23","28","-0.494"
"12","29","-0.525"
"31","30","-0.534"
"7","31","-0.578"
"33","32","-0.596"
"36","33","-0.596"
"8","34","-0.701"
"35","35","-0.704"
"32","36","-0.718"
