"Atom number","Rang","Delta P"
"1","1","0.496"
"20","2","0.331"
"21","3","0.331"
"6","4","0.189"
"12","5","0.091"
"24","6","0.019"
"8","7","0.006"
"19","8","-0.014"
"13","9","-0.022"
"11","10","-0.033"
"7","11","-0.062"
"16","12","-0.072"
"4","13","-0.114"
"26","14","-0.169"
"23","15","-0.195"
"14","16","-0.281"
"28","17","-0.288"
"29","18","-0.316"
"30","19","-0.346"
"22","20","-0.361"
"17","21","-0.376"
"9","22","-0.404"
"3","23","-0.420"
"10","24","-0.439"
"27","25","-0.450"
"15","26","-0.465"
"5","27","-0.513"
"2","28","-0.542"
"18","29","-0.568"
"25","30","-0.637"
