"Atom number","Rang","Delta P"
"27","1","-0.008"
"28","2","-0.038"
"5","3","-0.042"
"26","4","-0.049"
"10","5","-0.106"
"4","6","-0.118"
"1","7","-0.133"
"31","8","-0.144"
"25","9","-0.178"
"3","10","-0.201"
"7","11","-0.201"
"9","12","-0.201"
"12","13","-0.201"
"23","14","-0.201"
"30","15","-0.201"
"6","16","-0.218"
"33","17","-0.254"
"8","18","-0.260"
"32","19","-0.289"
"2","20","-0.294"
"29","21","-0.308"
"22","22","-0.338"
"11","23","-0.361"
"14","24","-0.483"
"16","25","-0.532"
"17","26","-0.583"
"18","27","-0.587"
"21","28","-0.590"
"24","29","-0.596"
"15","30","-0.660"
"13","31","-0.801"
"19","32","-0.864"
"20","33","-0.963"
