"Atom number","Rang","Delta P"
"18","1","0.648"
"20","2","0.648"
"2","3","0.456"
"16","4","0.350"
"25","5","0.138"
"8","6","0.047"
"24","7","-0.091"
"28","8","-0.184"
"29","9","-0.184"
"1","10","-0.191"
"12","11","-0.258"
"4","12","-0.282"
"19","13","-0.310"
"21","14","-0.310"
"14","15","-0.312"
"23","16","-0.369"
"26","17","-0.387"
"15","18","-0.433"
"17","19","-0.439"
"9","20","-0.451"
"7","21","-0.524"
"5","22","-0.529"
"6","23","-0.640"
"10","24","-0.640"
"11","25","-0.655"
"22","26","-0.688"
"13","27","-0.690"
"27","28","-0.757"
"3","29","-0.841"
