"Atom number","Rang","Delta P"
"18","1","0.756"
"20","2","0.756"
"2","3","0.499"
"16","4","0.437"
"1","5","0.265"
"25","6","0.257"
"8","7","0.228"
"24","8","0.164"
"28","9","0.135"
"29","10","0.135"
"12","11","0.043"
"26","12","0.042"
"19","13","0.007"
"21","14","0.007"
"9","15","-0.027"
"23","16","-0.057"
"14","17","-0.224"
"4","18","-0.288"
"17","19","-0.340"
"15","20","-0.343"
"7","21","-0.415"
"10","22","-0.449"
"11","23","-0.458"
"22","24","-0.487"
"13","25","-0.499"
"27","26","-0.595"
"5","27","-0.618"
"6","28","-0.694"
"3","29","-0.904"
