"Atom number","Rang","Delta P"
"1","1","0.512"
"14","2","0.429"
"17","3","0.302"
"24","4","0.262"
"12","5","0.040"
"6","6","0.028"
"28","7","-0.056"
"7","8","-0.098"
"10","9","-0.098"
"3","10","-0.105"
"16","11","-0.126"
"31","12","-0.140"
"15","13","-0.157"
"25","14","-0.161"
"4","15","-0.168"
"32","16","-0.173"
"13","17","-0.174"
"8","18","-0.225"
"9","19","-0.225"
"29","20","-0.240"
"19","21","-0.283"
"30","22","-0.357"
"2","23","-0.365"
"21","24","-0.400"
"5","25","-0.423"
"18","26","-0.448"
"27","27","-0.454"
"22","28","-0.529"
"26","29","-0.577"
"11","30","-0.591"
"23","31","-0.625"
"20","32","-0.641"
