"Atom number","Rang","Delta P"
"4","1","0.851"
"25","2","0.275"
"32","3","0.207"
"33","4","0.023"
"1","5","-0.027"
"35","6","-0.032"
"2","7","-0.079"
"24","8","-0.091"
"10","9","-0.116"
"13","10","-0.116"
"27","11","-0.116"
"30","12","-0.116"
"36","13","-0.116"
"39","14","-0.116"
"26","15","-0.188"
"23","16","-0.220"
"29","17","-0.224"
"22","18","-0.239"
"11","19","-0.241"
"15","20","-0.253"
"16","21","-0.273"
"38","22","-0.274"
"28","23","-0.300"
"41","24","-0.325"
"20","25","-0.351"
"9","26","-0.367"
"8","27","-0.375"
"21","28","-0.383"
"3","29","-0.390"
"5","30","-0.407"
"6","31","-0.448"
"42","32","-0.448"
"18","33","-0.449"
"12","34","-0.459"
"7","35","-0.506"
"40","36","-0.566"
"14","37","-0.599"
"17","38","-0.618"
"37","39","-0.618"
"34","40","-0.638"
"31","41","-0.680"
"19","42","-0.684"
