"Atom number","Rang","Delta P"
"4","1","0.088"
"20","2","0.067"
"19","3","0.023"
"7","4","-0.050"
"11","5","-0.067"
"13","6","-0.067"
"24","7","-0.067"
"26","8","-0.067"
"6","9","-0.156"
"1","10","-0.162"
"2","11","-0.190"
"5","12","-0.196"
"31","13","-0.209"
"8","14","-0.290"
"21","15","-0.301"
"18","16","-0.349"
"9","17","-0.356"
"22","18","-0.384"
"30","19","-0.428"
"28","20","-0.440"
"17","21","-0.448"
"27","22","-0.487"
"15","23","-0.549"
"14","24","-0.569"
"12","25","-0.645"
"3","26","-0.651"
"25","27","-0.712"
"16","28","-0.726"
"10","29","-0.759"
"29","30","-0.775"
"23","31","-0.786"
