"Atom number","Rang","Delta P"
"1","1","0.467"
"11","2","0.450"
"8","3","0.053"
"7","4","-0.010"
"14","5","-0.026"
"18","6","-0.052"
"6","7","-0.087"
"22","8","-0.089"
"9","9","-0.113"
"17","10","-0.152"
"13","11","-0.160"
"27","12","-0.174"
"29","13","-0.233"
"21","14","-0.267"
"20","15","-0.338"
"24","16","-0.341"
"3","17","-0.367"
"12","18","-0.393"
"28","19","-0.448"
"10","20","-0.461"
"16","21","-0.463"
"23","22","-0.496"
"15","23","-0.518"
"25","24","-0.534"
"26","25","-0.534"
"4","26","-0.540"
"5","27","-0.548"
"2","28","-0.647"
"19","29","-0.717"
