"Atom number","Rang","Delta P"
"2","1","0.341"
"26","2","0.071"
"3","3","0.065"
"18","4","0.047"
"12","5","0.032"
"14","6","-0.016"
"16","7","-0.016"
"9","8","-0.050"
"27","9","-0.058"
"8","10","-0.079"
"6","11","-0.162"
"1","12","-0.172"
"19","13","-0.173"
"20","14","-0.178"
"7","15","-0.224"
"10","16","-0.230"
"31","17","-0.254"
"5","18","-0.293"
"28","19","-0.299"
"25","20","-0.358"
"29","21","-0.359"
"22","22","-0.391"
"11","23","-0.398"
"13","24","-0.423"
"17","25","-0.423"
"23","26","-0.430"
"24","27","-0.445"
"15","28","-0.456"
"30","29","-0.481"
"4","30","-0.574"
"21","31","-0.588"
