"Atom number","Rang","Delta P"
"20","1","0.185"
"13","2","0.082"
"15","3","-0.073"
"19","4","-0.074"
"3","5","-0.097"
"7","6","-0.097"
"9","7","-0.097"
"12","8","-0.097"
"23","9","-0.097"
"30","10","-0.097"
"10","11","-0.249"
"21","12","-0.312"
"14","13","-0.390"
"32","14","-0.391"
"1","15","-0.398"
"18","16","-0.459"
"11","17","-0.478"
"26","18","-0.514"
"16","19","-0.541"
"17","20","-0.541"
"5","21","-0.626"
"4","22","-0.652"
"8","23","-0.654"
"24","24","-0.666"
"33","25","-0.700"
"28","26","-0.720"
"22","27","-0.726"
"27","28","-0.731"
"2","29","-0.805"
"6","30","-0.835"
"25","31","-0.853"
"31","32","-0.896"
"29","33","-0.923"
