"Atom number","Rang","Delta P"
"9","1","0.514"
"18","2","0.477"
"10","3","0.090"
"11","4","0.076"
"19","5","0.076"
"16","6","-0.018"
"17","7","-0.018"
"22","8","-0.030"
"29","9","-0.030"
"15","10","-0.086"
"23","11","-0.125"
"28","12","-0.125"
"13","13","-0.179"
"4","14","-0.289"
"5","15","-0.289"
"14","16","-0.313"
"21","17","-0.353"
"6","18","-0.368"
"12","19","-0.389"
"7","20","-0.396"
"2","21","-0.418"
"1","22","-0.509"
"26","23","-0.520"
"27","24","-0.520"
"20","25","-0.558"
"8","26","-0.574"
"24","27","-0.591"
"25","28","-0.625"
"3","29","-0.670"
