"Atom number","Rang","Delta P"
"21","1","0.613"
"33","2","0.166"
"3","3","0.014"
"1","4","-0.043"
"2","5","-0.136"
"34","6","-0.203"
"29","7","-0.209"
"14","8","-0.226"
"26","9","-0.229"
"23","10","-0.316"
"12","11","-0.325"
"5","12","-0.331"
"8","13","-0.331"
"17","14","-0.331"
"20","15","-0.331"
"24","16","-0.331"
"27","17","-0.331"
"30","18","-0.331"
"13","19","-0.362"
"6","20","-0.366"
"16","21","-0.402"
"15","22","-0.403"
"19","23","-0.431"
"22","24","-0.496"
"4","25","-0.572"
"7","26","-0.614"
"18","27","-0.627"
"32","28","-0.666"
"25","29","-0.711"
"28","30","-0.711"
"31","31","-0.711"
"10","32","-0.760"
"9","33","-0.780"
"11","34","-0.859"
