"Atom number","Rang","Delta P"
"27","1","0.656"
"28","2","0.656"
"9","3","0.632"
"2","4","0.460"
"17","5","0.387"
"25","6","0.062"
"13","7","-0.170"
"12","8","-0.260"
"14","9","-0.260"
"11","10","-0.292"
"15","11","-0.292"
"1","12","-0.338"
"8","13","-0.418"
"26","14","-0.495"
"16","15","-0.499"
"19","16","-0.579"
"18","17","-0.602"
"21","18","-0.641"
"10","19","-0.643"
"29","20","-0.663"
"20","21","-0.690"
"4","22","-0.694"
"5","23","-0.737"
"24","24","-0.750"
"22","25","-0.772"
"23","26","-0.784"
"7","27","-0.803"
"6","28","-0.812"
"3","29","-0.911"
