"Atom number","Rang","Delta P"
"10","1","0.456"
"31","2","-0.018"
"21","3","-0.026"
"3","4","-0.045"
"6","5","-0.045"
"8","6","-0.045"
"22","7","-0.045"
"1","8","-0.080"
"18","9","-0.080"
"26","10","-0.100"
"9","11","-0.148"
"35","12","-0.157"
"36","13","-0.157"
"20","14","-0.158"
"33","15","-0.187"
"34","16","-0.200"
"15","17","-0.222"
"24","18","-0.293"
"16","19","-0.316"
"4","20","-0.334"
"30","21","-0.349"
"2","22","-0.367"
"32","23","-0.385"
"12","24","-0.410"
"7","25","-0.426"
"29","26","-0.437"
"17","27","-0.447"
"5","28","-0.510"
"28","29","-0.520"
"25","30","-0.601"
"23","31","-0.606"
"11","32","-0.615"
"13","33","-0.633"
"14","34","-0.650"
"19","35","-0.686"
"27","36","-0.784"
