,Molecule_Name,Molecule_Number,Atom_Number,Atom_Name,Atom,Span2end,Span2end_N_Correction,Span2end_CO_Correction,COO-Dist,COO_Correction,N+dist,N_Correction,Relative Span,2DSASA,Reactivity,Energy,3A4 Score,2D6 Score,2C9 Score,3A4 Ranking,2D6 Ranking,2C9 Ranking,N_ox,Similarity
0,Smiles,0,1,C,C.2,4,26.84,23.64,0,0,0,0,0.7894736842105263,5.2789918,999.0,999.0,992.4730508543158,1025.628840328,1022.428840328,25,25,25,0.0,0.0
1,Smiles,0,2,C,C.3,5,26.85,23.650000000000002,0,0,0,0,0.7368421052631579,19.123434560000007,80.8,80.8,74.14032577549473,106.8850626176,103.6850626176,8,10,10,0.0,0.3333333333333333
2,Smiles,0,3,C,C.4,6,26.86,23.66,0,0,0,0,0.6842105263157895,1.4163726000000008,999.0,999.0,993.4696608854737,1025.803345096,1022.603345096,28,31,31,0.0,0.0
3,Smiles,0,4,C,C.5,7,26.87,23.67,0,0,0,0,0.631578947368421,1.0482826000000003,999.0,999.0,993.9054371170527,1025.828068696,1022.628068696,31,32,32,0.0,0.0
4,Smiles,0,5,C,C.6,8,26.88,23.68,0,0,0,0,0.5789473684210527,19.48550904000001,86.3,86.3,80.88900069103157,112.40057963839999,109.20057963839999,13,15,15,0.0,0.3333333333333333
5,Smiles,0,6,C,C.7,9,26.89,23.69,0,0,0,0,0.5263157894736842,5.206092800000002,999.0,999.0,994.5812299722105,1025.681756288,1022.481756288,35,27,27,0.0,0.0
6,Smiles,0,7,N,N.8,9,26.89,23.69,0,0,0,0,0.5263157894736842,-1.252850200000001,999.0,999.0,994.8395876922106,1025.9401140080001,1022.7401140080001,36,36,36,0.0,0.3333333333333333
7,Smiles,0,8,C,C.9,9,26.89,23.69,0,0,0,0,0.5263157894736842,18.71281804000001,77.2,77.2,72.24096096261053,103.34148727840001,100.1414872784,5,8,8,0.0,0.3333333333333333
8,Smiles,0,9,C,C.10,8,26.88,23.68,0,0,0,0,0.5789473684210527,3.708760800000001,999.0,999.0,994.2200706206315,1025.7316495680002,1022.5316495679999,33,30,30,0.0,0.0
9,Smiles,0,10,O,O.11,7,26.87,23.67,0,0,0,0,0.631578947368421,0.0,999.0,999.0,993.9473684210526,1025.87,1022.67,32,34,34,0.0,0.0
10,Smiles,0,11,C,C.12,6,26.86,23.66,0,0,0,0,0.6842105263157895,64.33309899999998,62.2,62.2,54.15299182947369,86.48667604,83.28667604,1,1,1,0.0,1.0
11,Smiles,0,12,C,C.13,8,26.88,23.68,0,0,0,0,0.5789473684210527,6.5270478,75.9,75.9,71.00733914063159,102.518918088,99.31891808800002,4,7,7,0.0,0.4
12,Smiles,0,13,C,C.14,7,26.87,23.67,0,0,0,0,0.631578947368421,4.290935899999999,999.0,999.0,993.7757309850526,1025.6983625639998,1022.498362564,30,28,28,0.0,0.0
13,Smiles,0,14,N,N.15,6,26.86,23.66,0,0,0,0,0.6842105263157895,8.319414640000005,89.6,89.6,83.79353920387368,116.12722341439999,112.92722341439999,15,17,17,0.0,0.3333333333333333
14,Smiles,0,15,C,C.16,5,26.85,23.650000000000002,0,0,0,0,0.7368421052631579,4.6139307999999986,999.0,999.0,992.9207059258947,1025.6654427679998,1022.465442768,26,26,26,0.0,0.0
15,Smiles,0,16,C,C.17,4,26.84,23.64,0,0,0,0,0.7894736842105263,25.353381040000006,84.1,84.1,76.77007528471579,109.9258647584,106.7258647584,9,11,11,0.0,0.6666666666666666
16,Smiles,0,17,C,C.18,3,20.1,17.700000000000003,0,0,0,0,0.8421052631578947,24.781350040000007,80.8,80.8,73.07190389313683,99.90874599840001,97.5087459984,7,5,5,0.0,0.6666666666666666
17,Smiles,0,18,C,C.19,2,13.4,11.8,0,0,0,0,0.8947368421052632,4.1618378,999.0,999.0,991.6756317511579,1012.2335264879999,1010.6335264879999,23,23,23,0.0,0.0
18,Smiles,0,19,C,C.20,3,20.1,17.700000000000003,0,0,0,0,0.8421052631578947,6.5504198,999.0,999.0,992.0011411027368,1018.837983208,1016.437983208,24,24,24,0.0,0.0
