,Molecule_Name,Molecule_Number,Atom_Number,Atom_Name,Atom,Span2end,Span2end_N_Correction,Span2end_CO_Correction,COO-Dist,COO_Correction,N+dist,N_Correction,Relative Span,2DSASA,Reactivity,Energy,3A4 Score,2D6 Score,2C9 Score,3A4 Ranking,2D6 Ranking,2C9 Ranking,N_ox,Similarity
0,Smiles,0,0,O,O.1,0,0.0,0.0,11,0.0,0,0,1.0,0.0,999.0,999.0,991.0,999.0,999.0,10,10,10,0.0,0.6666666666666666
1,Smiles,0,1,C,C.2,1,6.7,5.9,10,0.0,0,0,0.9333333333333333,5.787015,999.0,999.0,991.3018527333332,1005.4685194,1004.6685193999999,12,12,12,0.0,0.0
2,Smiles,0,2,O,O.3,0,0.0,0.0,11,0.0,0,0,1.0,0.0,999.0,999.0,991.0,999.0,999.0,10,10,10,0.0,0.3333333333333333
3,Smiles,0,3,C,C.4,2,13.4,11.8,9,0.0,0,0,0.8666666666666667,9.320403999999996,62.2,62.2,54.893850506666666,75.22718384000001,73.62718384,3,3,2,0.0,0.3333333333333333
4,Smiles,0,4,O,O.5,3,20.1,17.700000000000003,8,0.0,0,0,0.8,0.0,999.0,999.0,992.6,1019.1,1016.7,15,15,15,0.0,0.0
5,Smiles,0,5,C,C.6,4,26.84,23.64,7,5.9,0,0,0.7333333333333333,9.159455900000003,48.5,48.5,42.26695509733333,74.973621764,77.67362176399999,1,2,4,0.0,0.3333333333333333
6,Smiles,0,6,O,O.7,5,26.85,23.650000000000002,6,11.8,0,0,0.6666666666666666,0.0,999.0,999.0,993.6666666666666,1025.85,1034.45,21,25,27,0.0,0.0
7,Smiles,0,7,C,C.8,6,26.86,23.66,6,11.8,0,0,0.6,3.0039038000000016,999.0,999.0,994.079843848,1025.739843848,1034.339843848,24,23,26,0.0,0.0
8,Smiles,0,8,C,C.9,7,26.87,23.67,7,5.9,0,0,0.5333333333333333,18.79401604000001,74.1,74.1,69.08157269173333,100.2182393584,102.9182393584,7,8,8,0.0,0.3333333333333333
9,Smiles,0,9,C,C.10,7,26.87,23.67,8,0.0,0,0,0.5333333333333333,6.0123716,999.0,999.0,994.4928384693334,1025.6295051359998,1022.429505136,26,16,16,0.0,0.0
10,Smiles,0,10,C,C.11,6,26.86,23.66,9,0.0,0,0,0.6,5.041663699999998,999.0,999.0,993.998333452,1025.6583334519999,1022.4583334519999,22,17,17,0.0,0.0
11,Smiles,0,11,C,C.12,5,26.85,23.650000000000002,10,0.0,0,0,0.6666666666666666,4.764211700000001,999.0,999.0,993.4760981986666,1025.6594315319999,1022.4594315319999,18,18,18,0.0,0.0
12,Smiles,0,12,O,O.13,4,26.84,23.64,11,0.0,0,0,0.7333333333333333,0.0,999.0,999.0,993.1333333333333,1025.84,1022.64,17,24,22,0.0,0.3333333333333333
13,Smiles,0,13,C,C.14,4,26.84,23.64,11,0.0,0,0,0.7333333333333333,21.836338040000008,86.3,86.3,79.55987981173334,112.2665464784,109.0665464784,9,9,9,0.0,0.3333333333333333
