substrate
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1
CC(CN1c2ccccc2Sc2ccccc21)N(C)C
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1
CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1
CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(CC)CC)c1ccccc1CC2
CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12
CN(C)CCCN1c2ccccc2CCc2ccccc21
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21
CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1
CNCC[C@@H](Oc1ccccc1C)c1ccccc1
COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1
COc1ccc(S(=O)(=O)N2Cc3[nH]c4ccccc4c3CC2C(N)=O)cc1
COc1ccc2ccc(=O)oc2c1CC=C(C)C
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO
C[C@H]1CNCCCN1S(=O)(=O)c1cccc2cncc(F)c12
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1
Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(O)cc3)cc2)cc1
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O
Clc1ccc(CCCOCCCN2CCCCC2)cc1
Clc1ccccc1CN1CCc2sccc2C1
Cn1c(=O)c2c(ncn2C)n(C)c1=O
O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1
O=P1(NCCCl)OCCCN1CCCl
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
