,Molecule_Name,Molecule_Number,Atom_Number,Atom_Name,Atom,Span2end,Span2end_N_Correction,Span2end_CO_Correction,COO-Dist,COO_Correction,N+dist,N_Correction,Relative Span,2DSASA,Reactivity,Energy,3A4 Score,2D6 Score,2C9 Score,3A4 Ranking,2D6 Ranking,2C9 Ranking,N_ox,Similarity
0,Smiles,0,0,C,C.1,0,0.0,0.0,11,0.0,0,0,1.0,66.41252999999999,89.6,89.6,78.9434988,86.9434988,86.9434988,10,6,5,0.0,0.6666666666666666
1,Smiles,0,1,C,C.2,1,6.7,5.9,10,0.0,0,0,0.9333333333333333,33.571585999999996,75.9,75.9,67.09046989333333,81.25713656,80.45713656000001,5,4,1,0.0,0.4
2,Smiles,0,2,C,C.3,2,13.4,11.8,9,0.0,0,0,0.8666666666666667,29.451116,75.9,75.9,67.78862202666667,88.12195536000002,86.52195536,6,8,4,0.0,0.4
3,Smiles,0,3,C,C.4,3,20.1,17.700000000000003,8,0.0,0,0,0.8,27.850880999999998,75.9,75.9,68.38596476,94.88596476,92.48596476,7,9,6,0.0,0.4
4,Smiles,0,4,C,C.5,4,26.84,23.64,7,5.9,0,0,0.7333333333333333,27.128252,75.9,75.9,68.94820325333335,101.65486992000001,104.35486992000001,8,10,9,0.0,0.4
5,Smiles,0,5,O,O.6,5,26.85,23.650000000000002,6,11.8,0,0,0.6666666666666666,0.0,999.0,999.0,993.6666666666666,1025.85,1034.45,20,22,17,0.0,0.0
6,Smiles,0,6,C,C.7,6,26.86,23.66,5,17.700000000000003,0,0,0.6,7.0548319,999.0,999.0,993.917806724,1025.5778067239999,1040.077806724,21,17,18,0.0,0.0
7,Smiles,0,7,O,O.8,5,26.85,23.650000000000002,6,11.8,0,0,0.6666666666666666,0.0,999.0,999.0,993.6666666666666,1025.85,1034.45,20,22,17,0.0,0.6666666666666666
8,Smiles,0,8,N,N.9,7,26.87,23.67,4,23.6,0,0,0.5333333333333333,11.612103120000011,89.6,89.6,84.86884920853333,116.0055158752,136.4055158752,12,12,12,0.0,0.3333333333333333
9,Smiles,0,9,C,C.10,7,26.87,23.67,3,29.5,0,0,0.5333333333333333,5.269857799999999,999.0,999.0,994.5225390213334,1025.659205688,1051.959205688,23,20,20,0.0,0.0
10,Smiles,0,10,N,N.11,6,26.86,23.66,2,35.400000000000006,0,0,0.6,13.699180520000006,75.6,75.6,70.2520327792,101.91203277919999,134.1120327792,9,11,11,0.0,0.3333333333333333
11,Smiles,0,11,C,C.12,5,26.85,23.650000000000002,1,41.300000000000004,0,0,0.6666666666666666,6.695444800000002,999.0,999.0,993.3988488746667,1025.582182208,1063.682182208,19,18,22,0.0,0.0
12,Smiles,0,12,O,O.13,4,26.84,23.64,0,47.2,0,0,0.7333333333333333,0.0,999.0,999.0,993.1333333333333,1025.84,1069.8400000000001,17,21,23,0.0,0.3333333333333333
13,Smiles,0,13,N,N.14,4,26.84,23.64,2,35.400000000000006,0,0,0.7333333333333333,-0.9571451000000009,999.0,999.0,993.1716191373333,1025.878285804,1058.0782858040002,18,23,21,0.0,0.3333333333333333
14,Smiles,0,14,C,C.15,3,20.1,17.700000000000003,3,29.5,0,0,0.8,9.729511799999997,62.2,62.2,55.410819528000005,81.910819528,109.010819528,4,5,10,0.0,0.3333333333333333
15,Smiles,0,15,O,O.16,2,13.4,11.8,4,23.6,0,0,0.8666666666666667,0.0,999.0,999.0,992.0666666666667,1012.4,1034.4,16,16,16,0.0,0.0
16,Smiles,0,16,C,C.17,1,6.7,5.9,5,17.700000000000003,0,0,0.9333333333333333,10.635282,62.2,62.2,54.307922053333336,68.47458872,85.37458872,1,1,2,0.0,0.3333333333333333
17,Smiles,0,17,C,C.18,0,0.0,0.0,6,11.8,0,0,1.0,59.51826069999998,89.6,89.6,79.219269572,87.219269572,99.019269572,11,7,8,0.0,0.3333333333333333
18,Smiles,0,18,C,C.19,1,6.7,5.9,5,17.700000000000003,0,0,0.9333333333333333,9.988761,62.2,62.2,54.333782893333336,68.50044956,85.40044956000001,2,2,3,0.0,0.3333333333333333
19,Smiles,0,19,O,O.20,0,0.0,0.0,6,11.8,0,0,1.0,0.0,999.0,999.0,991.0,999.0,1010.8,14,14,14,0.0,0.3333333333333333
20,Smiles,0,20,C,C.21,2,13.4,11.8,4,23.6,0,0,0.8666666666666667,9.791929,62.2,62.2,54.874989506666665,75.20832284000001,97.20832284000001,3,3,7,0.0,0.3333333333333333
21,Smiles,0,21,O,O.22,1,6.7,5.9,5,17.700000000000003,0,0,0.9333333333333333,0.0,999.0,999.0,991.5333333333333,1005.7,1022.6,15,15,15,0.0,0.3333333333333333
22,Smiles,0,22,C,C.23,5,26.85,23.650000000000002,3,29.5,0,0,0.6666666666666666,22.03255604000001,92.0,92.0,85.78536442506667,117.9686977584,144.2686977584,13,13,13,0.0,0.3333333333333333
23,Smiles,0,23,C,C.24,6,26.86,23.66,4,23.6,0,0,0.6,6.0124960000000005,999.0,999.0,993.9595001600001,1025.61950016,1046.01950016,22,19,19,0.0,0.0
