,Molecule_Name,Molecule_Number,Atom_Number,Atom_Name,Atom,Span2end,Span2end_N_Correction,Span2end_CO_Correction,COO-Dist,COO_Correction,N+dist,N_Correction,Relative Span,2DSASA,Reactivity,Energy,3A4 Score,2D6 Score,2C9 Score,3A4 Ranking,2D6 Ranking,2C9 Ranking,N_ox,Similarity
0,Smiles,0,0,N,N.1,0,0.0,0.0,0,0,0,0,1.0,50.42884199999999,89.6,89.6,79.58284632,87.58284632,87.58284632,5,2,3,0.0,0.6666666666666666
1,Smiles,0,1,C,C.2,1,6.7,5.9,0,0,0,0,0.8888888888888888,7.534212899999999,999.0,999.0,991.5875203728889,1005.398631484,1004.598631484,10,10,10,0.0,0.0
2,Smiles,0,2,O,O.3,0,0.0,0.0,0,0,0,0,1.0,0.0,999.0,999.0,991.0,999.0,999.0,9,9,9,0.0,0.6666666666666666
3,Smiles,0,3,C,C.4,2,13.4,11.8,0,0,0,0,0.7777777777777778,7.027594000000001,999.0,999.0,992.4966740177779,1012.11889624,1010.51889624,11,11,11,0.0,0.0
4,Smiles,0,4,C,C.5,3,20.1,17.700000000000003,0,0,0,0,0.6666666666666666,29.150434,78.1,78.1,71.60064930666667,97.03398263999999,94.63398264,2,5,5,0.0,0.3333333333333333
5,Smiles,0,5,N,N.6,4,26.84,23.64,0,0,0,0,0.5555555555555556,1.9281528000000003,92.1,92.1,87.57842944355555,118.862873888,115.662873888,8,8,8,0.0,0.3333333333333333
6,Smiles,0,6,C,C.7,4,26.84,23.64,0,0,0,0,0.5555555555555556,23.830650560000013,63.9,63.9,58.50232953315555,89.78677397759999,86.58677397759999,1,4,2,0.0,0.4
7,Smiles,0,7,C,C.8,3,20.1,17.700000000000003,0,0,0,0,0.6666666666666666,3.0768058,999.0,999.0,993.5435944346666,1018.976927768,1016.576927768,13,13,13,0.0,0.0
8,Smiles,0,8,C,C.9,2,13.4,11.8,0,0,0,0,0.7777777777777778,6.5011448000000005,999.0,999.0,992.5177319857778,1012.139954208,1010.5399542079999,12,12,12,0.0,0.0
9,Smiles,0,10,C,C.11,1,6.7,5.9,0,0,0,0,0.8888888888888888,31.097739040000008,84.1,84.1,75.74497932728887,89.55609043839999,88.7560904384,3,3,4,0.0,0.6666666666666666
10,Smiles,0,11,C,C.12,0,0.0,0.0,0,0,0,0,1.0,32.40779004000001,86.3,86.3,77.0036883984,85.0036883984,85.0036883984,4,1,1,0.0,1.0
11,Smiles,0,12,C,C.13,1,6.7,5.9,0,0,0,0,0.8888888888888888,31.097739040000008,84.1,84.1,75.74497932728887,89.55609043839999,88.7560904384,3,3,4,0.0,0.6666666666666666
12,Smiles,0,13,C,C.14,2,13.4,11.8,0,0,0,0,0.7777777777777778,6.5011448000000005,999.0,999.0,992.5177319857778,1012.139954208,1010.5399542079999,12,12,12,0.0,0.0
13,Smiles,0,15,N,N.16,3,20.1,17.700000000000003,0,0,0,0,0.6666666666666666,26.26962504,92.1,92.1,85.71588166506666,111.14921499839998,108.74921499839999,7,7,7,0.0,0.3333333333333333
14,Smiles,0,16,N,N.17,2,13.4,11.8,0,0,0,0,0.7777777777777778,25.204773519999996,92.1,92.1,84.86958683697776,104.4918090592,102.89180905919999,6,6,6,0.0,0.3333333333333333
