substrate
CC(/C=C/C12OC1(C)CCCC2(C)C)=C\C=C\C(C)=C\C(=O)O
CC(/C=C/C=C(C)/C=C/C12C(C)(O1)CCCC2(C)C)=C\C(O)=O
O=C(O)/C=C(/C=C/C=C(C)/C=C/C12OC1(C)CCCC2(C)C)C
OC(/C=C(/C=C/C=C(/C=C/C12OC1(C)CCCC2(C)C)C)C)=O
C(/C=C(/C=C/C12OC1(C)CCCC2(C)C)C)=C\C(C)=C\C(O)=O
C(O)(=O)/C=C(/C=C/C=C(/C=C/C12C(C)(O1)CCCC2(C)C)C)C
C(=O)(O)/C=C(C)/C=C/C=C(/C=C/C12OC1(C)CCCC2(C)C)C
CC12CCCC(C)(C)C1(/C=C/C(=C/C=C/C(=C/C(O)=O)C)C)O2
CC(=C\C(O)=O)/C=C/C=C(C)/C=C/C12C(C)(O1)CCCC2(C)C
C12(/C=C/C(C)=C/C=C/C(=C/C(O)=O)C)C(C)(CCCC1(C)C)O2
CC(=O)NC1=CC=C2C(=C1)C(C1=CC=CC=C1Cl)=NCC(=O)N2
c1(C2=NCC(=O)Nc3ccc(NC(=O)C)cc32)c(Cl)cccc1
CC(=O)Nc1cc2c(cc1)NC(=O)CN=C2c1c(Cl)cccc1
c1c2c(cc(NC(=O)C)c1)C(c1ccccc1Cl)=NCC(=O)N2
O=C1Nc2ccc(NC(=O)C)cc2C(c2ccccc2Cl)=NC1
N1c2c(cc(NC(C)=O)cc2)C(c2ccccc2Cl)=NCC1=O
N1c2c(cc(NC(C)=O)cc2)C(c2ccccc2Cl)=NCC1=O
c1c2c(cc(NC(=O)C)c1)C(c1c(Cl)cccc1)=NCC(=O)N2
N(C(C)=O)c1ccc2c(c1)C(c1c(Cl)cccc1)=NCC(=O)N2
c1cc2c(cc1NC(C)=O)C(c1c(Cl)cccc1)=NCC(=O)N2
CC(=O)NC1=CC=CC(N2C(=O)N(C3CC3)C(=O)C3=C(NC4=CC=C(I)C=C4F)N(C)C(=O)C(C)=C23)=C1
C1C(n2c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c3n(-c3cc(NC(=O)C)ccc3)c2=O)C1
c1cc(NC(C)=O)cc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1
O=C(Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c2c(C)c(=O)n(C)c3Nc2c(F)cc(I)cc2)c1)C
c1(C)c2c(c(Nc3ccc(I)cc3F)n(C)c1=O)c(=O)n(C1CC1)c(=O)n2-c1cc(NC(C)=O)ccc1
Ic1cc(F)c(Nc2c3c(c(C)c(=O)n2C)n(-c2cc(NC(=O)C)ccc2)c(=O)n(C2CC2)c3=O)cc1
Ic1ccc(Nc2c3c(c(C)c(=O)n2C)n(-c2cc(NC(C)=O)ccc2)c(=O)n(C2CC2)c3=O)c(F)c1
O=c1n(C)c(Nc2c(F)cc(I)cc2)c2c(n(-c3cccc(NC(=O)C)c3)c(=O)n(C3CC3)c2=O)c1C
c1(NC(C)=O)cccc(-n2c3c(C)c(=O)n(C)c(Nc4ccc(I)cc4F)c3c(=O)n(C3CC3)c2=O)c1
C(=O)(Nc1cc(-n2c(=O)n(C3CC3)c(=O)c3c2c(C)c(=O)n(C)c3Nc2ccc(I)cc2F)ccc1)C
CC(C)(C)C1=CC(C(C)(C)C)=C(NC(=O)C2=CNC3=CC=CC=C3C2=O)C=C1O
c1cccc2c(=O)c(C(Nc3cc(O)c(C(C)(C)C)cc3C(C)(C)C)=O)c[nH]c12
CC(C)(c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3c(cccc3)c2=O)cc1O)C
c12c(c(=O)c(C(Nc3cc(O)c(C(C)(C)C)cc3C(C)(C)C)=O)c[nH]1)cccc2
CC(c1c(O)cc(NC(=O)c2c[nH]c3c(cccc3)c2=O)c(C(C)(C)C)c1)(C)C
O=c1c2ccccc2[nH]cc1C(Nc1cc(O)c(C(C)(C)C)cc1C(C)(C)C)=O
N(c1cc(O)c(C(C)(C)C)cc1C(C)(C)C)C(=O)c1c[nH]c2c(cccc2)c1=O
c1c2[nH]cc(C(Nc3c(C(C)(C)C)cc(C(C)(C)C)c(O)c3)=O)c(=O)c2ccc1
CC(C)(c1c(NC(=O)c2c(=O)c3ccccc3[nH]c2)cc(O)c(C(C)(C)C)c1)C
c1ccc2c(=O)c(C(Nc3c(C(C)(C)C)cc(C(C)(C)C)c(O)c3)=O)c[nH]c2c1
CC(C)(C)C1=CC(NC(=O)NC2=CC=C(C3=CN4C(=N3)SC3=CC(OCCN5CCOCC5)=CC=C43)C=C2)=NO1
CC(C)(C)c1onc(NC(=O)Nc2ccc(-c3cn4c5c(sc4n3)cc(OCCN3CCOCC3)cc5)cc2)c1
CC(C)(c1cc(NC(=O)Nc2ccc(-c3nc4n(c3)c3ccc(OCCN5CCOCC5)cc3s4)cc2)no1)C
n12cc(-c3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)nc1sc1cc(OCCN3CCOCC3)ccc21
c1(NC(=O)Nc2ccc(-c3cn4c5c(cc(OCCN6CCOCC6)cc5)sc4n3)cc2)noc(C(C)(C)C)c1
c1(NC(=O)Nc2ccc(-c3nc4sc5c(ccc(OCCN6CCOCC6)c5)n4c3)cc2)cc(C(C)(C)C)on1
c1(OCCN2CCOCC2)ccc2n3cc(-c4ccc(NC(Nc5noc(C(C)(C)C)c5)=O)cc4)nc3sc2c1
CC(C)(C)c1onc(NC(=O)Nc2ccc(-c3nc4n(c5ccc(OCCN6CCOCC6)cc5s4)c3)cc2)c1
c12sc3nc(-c4ccc(NC(=O)Nc5noc(C(C)(C)C)c5)cc4)cn3c1ccc(OCCN1CCOCC1)c2
c1c(-c2cn3c(sc4cc(OCCN5CCOCC5)ccc34)n2)ccc(NC(Nc2cc(C(C)(C)C)on2)=O)c1
CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COC1=CC=CC(C(F)(F)F)=C1
C(CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O)(=O)OC(C)C
c1cc(C(F)(F)F)cc(OC[C@H](O)/C=C/[C@H]2[C@H](O)C[C@H](O)[C@@H]2C/C=C\CCCC(OC(C)C)=O)c1
CC(C)OC(CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cc(C(F)(F)F)ccc1)=O
FC(F)(c1cc(OC[C@H](O)/C=C/[C@H]2[C@H](O)C[C@H](O)[C@@H]2C/C=C\CCCC(=O)OC(C)C)ccc1)F
c1cc(C(F)(F)F)cc(OC[C@H](O)/C=C/[C@H]2[C@H](O)C[C@H](O)[C@@H]2C/C=C\CCCC(=O)OC(C)C)c1
C1[C@H](O)[C@H](C/C=C\CCCC(OC(C)C)=O)[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@@H]1O
CC(OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O)C
C(Oc1cccc(C(F)(F)F)c1)[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)OC(C)C)[C@@H](O)C[C@H]1O
C(C/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cccc(C(F)(F)F)c1)CC(OC(C)C)=O
CC1(C)CC(=O)N(CCCCN2CCN(C3=NC=C(O)C=N3)CC2)C(=O)C1
C1C(=O)N(CCCCN2CCN(c3ncc(O)cn3)CC2)C(=O)CC1(C)C
C(CCCN1C(=O)CC(C)(C)CC1=O)N1CCN(c2ncc(O)cn2)CC1
n1cc(O)cnc1N1CCN(CCCCN2C(=O)CC(C)(C)CC2=O)CC1
C1CN(c2ncc(O)cn2)CCN1CCCCN1C(=O)CC(C)(C)CC1=O
C(CCN1CCN(c2ncc(O)cn2)CC1)CN1C(=O)CC(C)(C)CC1=O
C1(=O)N(CCCCN2CCN(c3ncc(O)cn3)CC2)C(=O)CC(C)(C)C1
C(CCN1CCN(c2ncc(O)cn2)CC1)CN1C(=O)CC(C)(C)CC1=O
CC1(C)CC(=O)N(CCCCN2CCN(c3ncc(O)cn3)CC2)C(=O)C1
C(CCCN1CCN(c2ncc(O)cn2)CC1)N1C(=O)CC(C)(C)CC1=O
CC1(C)CC(=O)N(CCCCN2CCN(C3=NC=CC=N3)CC2)C(=O)C1
C1(C)(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1
C1CN(CCCCN2C(=O)CC(C)(C)CC2=O)CCN1c1ncccn1
C1(=O)CC(C)(C)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
O=C1CC(C)(C)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
c1ccnc(N2CCN(CCCCN3C(=O)CC(C)(C)CC3=O)CC2)n1
CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1
c1nc(N2CCN(CCCCN3C(=O)CC(C)(C)CC3=O)CC2)ncc1
C1CN(c2ncccn2)CCN1CCCCN1C(=O)CC(C)(C)CC1=O
C1CN(c2ncccn2)CCN1CCCCN1C(=O)CC(C)(C)CC1=O
CC1(C)CC(=O)N(CCCCN2CCN(C3=NC=CC=N3)CC2)C(=O)C1O
C1(C)(C)C(O)C(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1
C1N(c2ncccn2)CCN(CCCCN2C(=O)C(O)C(C)(C)CC2=O)C1
C1(C)(C)C(O)C(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1
N1(c2ncccn2)CCN(CCCCN2C(=O)CC(C)(C)C(O)C2=O)CC1
C1CN(c2ncccn2)CCN1CCCCN1C(=O)C(O)C(C)(C)CC1=O
N1(c2ncccn2)CCN(CCCCN2C(=O)CC(C)(C)C(O)C2=O)CC1
O=C1N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C(O)C(C)(C)C1
C1N(CCCCN2C(=O)C(O)C(C)(C)CC2=O)CCN(c2ncccn2)C1
CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1O
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1
O=C(O)/C=C(C)/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)C
CC(/C=C/C1=C(C)CCCC1(C)C)=C\C=C\C(=C\C(O)=O)C
C(/C=C/C1=C(C)CCCC1(C)C)(=C\C=C\C(=C\C(O)=O)C)C
C(C)(/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)=C\C(O)=O
C1(C)(C)CCCC(C)=C1/C=C/C(C)=C/C=C/C(=C/C(=O)O)C
C1CC(C)=C(/C=C/C(C)=C/C=C/C(=C/C(=O)O)C)C(C)(C)C1
CC(/C=C/C1=C(C)CCCC1(C)C)=C\C=C\C(=C\C(=O)O)C
CC1(C)C(/C=C/C(C)=C/C=C/C(=C/C(O)=O)C)=C(C)CCC1
C1(C)=C(/C=C/C(=C/C=C/C(=C/C(=O)O)C)C)C(C)(C)CCC1
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1=O
O=C(/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C(=O)CCC1(C)C)O
C1(C)(C)CCC(=O)C(C)=C1/C=C/C(C)=C/C=C/C(=C/C(O)=O)C
C1(C)=C(/C=C/C(=C/C=C/C(C)=C/C(=O)O)C)C(C)(C)CCC1=O
C1C(C)(C)C(/C=C/C(=C/C=C/C(=C/C(=O)O)C)C)=C(C)C(=O)C1
C1(C)=C(/C=C/C(C)=C/C=C/C(C)=C/C(O)=O)C(C)(C)CCC1=O
C1CC(=O)C(C)=C(/C=C/C(C)=C/C=C/C(C)=C/C(O)=O)C1(C)C
C(/C=C/C(=C/C(O)=O)C)=C(\C=C\C1=C(C)C(=O)CCC1(C)C)C
C(\C(=O)O)=C(/C=C/C=C(C)/C=C/C1=C(C)C(=O)CCC1(C)C)C
C1(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)=C(C)C(=O)CCC1(C)C
CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
C(=C/C(=C\C(=O)O)C)\C=C(C)\C=C\C1=C(C)CCCC1(C)C
OC(=O)/C=C(C)\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C
CC1(C)C(/C=C/C(=C/C=C/C(=C\C(O)=O)C)C)=C(C)CCC1
C(/C=C(/C=C/C1=C(C)CCCC1(C)C)C)=C\C(C)=C/C(O)=O
C1(C)=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
C(\C(O)=O)=C(\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C)C
CC(/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)C)=C/C(O)=O
C1C(C)(C)C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)=C(C)CC1
C(C)(=C\C=C\C(=C/C(O)=O)C)/C=C/C1=C(C)CCCC1(C)C
CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1
C(=C/C(=C/C(O)=O)C)\C=C(C)/C=C/C1=C(C)CCCC1(C)C
OC(=O)/C=C(C)/C=C/C=C(C)\C=C\C1=C(C)CCCC1(C)C
C(/C=C(/C=C/C=C(C)\C=C\C1=C(C)CCCC1(C)C)C)(O)=O
CC(=C\C(O)=O)/C=C/C=C(C)\C=C\C1=C(C)CCCC1(C)C
C(/C=C(\C=C\C1=C(C)CCCC1(C)C)C)=C\C(C)=C\C(O)=O
CC1(C)C(/C=C/C(C)=C\C=C\C(=C\C(=O)O)C)=C(C)CCC1
C(/C(C)=C/C(=O)O)=C\C=C(C)/C=C/C1=C(C)CCCC1(C)C
C(=C/C1=C(C)CCCC1(C)C)\C(C)=C/C=C/C(=C/C(O)=O)C
C(/C(C)=C\C=C\C(=C\C(O)=O)C)=C\C1=C(C)CCCC1(C)C
CCC(=O)N1CC[C@H](NC2=NC=NC3=C2CN(C2=CN=C(O)C(C(F)(F)F)=C2)CC3)C1
c1c(N2Cc3c(ncnc3N[C@@H]3CN(C(=O)CC)CC3)CC2)cnc(O)c1C(F)(F)F
C1[C@@H](Nc2ncnc3c2CN(c2cnc(O)c(C(F)(F)F)c2)CC3)CCN1C(=O)CC
C1N(C(CC)=O)C[C@@H](Nc2ncnc3c2CN(c2cc(C(F)(F)F)c(O)nc2)CC3)C1
c1nc(O)c(C(F)(F)F)cc1N1CCc2c(c(N[C@H]3CCN(C(CC)=O)C3)ncn2)C1
N1(c2cnc(O)c(C(F)(F)F)c2)Cc2c(ncnc2N[C@@H]2CN(C(CC)=O)CC2)CC1
C1N(c2cnc(O)c(C(F)(F)F)c2)Cc2c(ncnc2N[C@@H]2CN(C(=O)CC)CC2)C1
c1(N[C@@H]2CN(C(CC)=O)CC2)ncnc2c1CN(c1cnc(O)c(C(F)(F)F)c1)CC2
O=C(CC)N1C[C@@H](Nc2c3c(ncn2)CCN(c2cc(C(F)(F)F)c(O)nc2)C3)CC1
c1(N[C@H]2CCN(C(CC)=O)C2)ncnc2c1CN(c1cnc(O)c(C(F)(F)F)c1)CC2
CCC(=O)N1CC[C@H](NC2=NC=NC3=C2CN(C2=CN=C(OC)C(C(F)(F)F)=C2)CC3)C1
C1N(C(=O)CC)C[C@@H](Nc2c3c(ncn2)CCN(c2cc(C(F)(F)F)c(OC)nc2)C3)C1
COc1ncc(N2Cc3c(N[C@H]4CCN(C(CC)=O)C4)ncnc3CC2)cc1C(F)(F)F
c1c(N2CCc3ncnc(N[C@@H]4CN(C(CC)=O)CC4)c3C2)cc(C(F)(F)F)c(OC)n1
FC(F)(F)c1c(OC)ncc(N2CCc3ncnc(N[C@H]4CCN(C(=O)CC)C4)c3C2)c1
c1c(N2Cc3c(N[C@@H]4CN(C(CC)=O)CC4)ncnc3CC2)cnc(OC)c1C(F)(F)F
c1c(C(F)(F)F)c(OC)ncc1N1CCc2c(c(N[C@@H]3CN(C(CC)=O)CC3)ncn2)C1
c1(N[C@@H]2CN(C(CC)=O)CC2)ncnc2c1CN(c1cnc(OC)c(C(F)(F)F)c1)CC2
C(C)C(N1C[C@@H](Nc2c3c(ncn2)CCN(c2cnc(OC)c(C(F)(F)F)c2)C3)CC1)=O
COc1ncc(N2Cc3c(N[C@H]4CCN(C(=O)CC)C4)ncnc3CC2)cc1C(F)(F)F
