,Molecule_Name,Molecule_Number,Atom_Number,Atom_Name,Atom,Span2end,Span2end_N_Correction,Span2end_CO_Correction,COO-Dist,COO_Correction,N+dist,N_Correction,Relative Span,2DSASA,Reactivity,Energy,3A4 Score,2D6 Score,2C9 Score,3A4 Ranking,2D6 Ranking,2C9 Ranking,N_ox,Similarity
0,Smiles,0,0,C,C.1,0,0.0,0.0,15,0.0,8,0.0,1.0,65.37992269999998,89.6,89.6,78.98480309199999,86.98480309199999,86.98480309199999,14,5,9,0.0,0.6666666666666666
1,Smiles,0,1,C,C.2,1,6.7,5.9,14,0.0,7,6.7,0.9375,33.34295852,62.2,62.2,53.366281659200006,74.2662816592,66.7662816592,6,3,3,0.0,0.6666666666666666
2,Smiles,0,2,O,O.3,2,13.4,11.8,13,0.0,6,13.4,0.875,0.0,999.0,999.0,992.0,1025.8,1010.8,22,22,19,0.0,0.0
3,Smiles,0,3,C,C.4,3,20.1,17.700000000000003,12,0.0,5,20.1,0.8125,4.562714800000002,999.0,999.0,992.317491408,1039.017491408,1016.5174914080001,23,23,20,0.0,0.0
4,Smiles,0,4,C,C.5,2,13.4,11.8,13,0.0,6,13.4,0.875,26.687085040000003,77.2,77.2,69.1325165984,102.93251659840001,87.9325165984,10,6,10,0.0,0.6666666666666666
5,Smiles,0,5,C,C.6,1,6.7,5.9,14,0.0,7,6.7,0.9375,30.518425040000004,74.1,74.1,65.3792629984,86.2792629984,78.7792629984,9,4,6,0.0,0.6666666666666666
6,Smiles,0,6,C,C.7,2,13.4,11.8,13,0.0,6,13.4,0.875,6.8809018,999.0,999.0,991.724763928,1025.5247639279999,1010.524763928,19,19,18,0.0,0.0
7,Smiles,0,7,O,O.8,1,6.7,5.9,14,0.0,7,6.7,0.9375,0.0,15.0,15.0,7.5,28.4,20.9,1,1,1,0.0,1.0
8,Smiles,0,8,C,C.9,3,20.1,17.700000000000003,12,0.0,5,20.1,0.8125,25.622474040000004,77.2,77.2,69.6751010384,116.3751010384,93.8751010384,11,10,11,0.0,0.3333333333333333
9,Smiles,0,9,C,C.10,4,26.84,23.64,11,0.0,4,26.8,0.75,4.2415758000000015,999.0,999.0,992.830336968,1052.4703369679999,1022.470336968,25,25,21,0.0,0.0
10,Smiles,0,10,O,O.11,5,26.85,23.650000000000002,10,0.0,3,33.5,0.6875,0.0,999.0,999.0,993.5,1059.35,1022.65,27,27,22,0.0,0.0
11,Smiles,0,11,C,C.12,6,26.86,23.66,9,0.0,2,40.2,0.625,25.37567052,62.2,62.2,56.1849731792,128.2449731792,84.8449731792,7,12,8,0.0,0.4
