"Atom number","Rang","Delta P"
"12","1","0.745"
"11","2","0.204"
"22","3","0.106"
"3","4","0.053"
"1","5","0.033"
"4","6","-0.020"
"17","7","-0.077"
"2","8","-0.129"
"18","9","-0.200"
"20","10","-0.244"
"9","11","-0.245"
"14","12","-0.245"
"8","13","-0.259"
"6","14","-0.280"
"25","15","-0.286"
"26","16","-0.286"
"10","17","-0.303"
"13","18","-0.303"
"27","19","-0.343"
"16","20","-0.365"
"23","21","-0.427"
"7","22","-0.483"
"5","23","-0.485"
"21","24","-0.488"
"19","25","-0.539"
"15","26","-0.559"
"24","27","-0.649"
