"Atom number","Rang","Delta P"
"20","1","0.476"
"29","2","0.128"
"1","3","0.101"
"28","4","-0.027"
"30","5","-0.027"
"18","6","-0.054"
"21","7","-0.065"
"10","8","-0.103"
"14","9","-0.103"
"3","10","-0.186"
"7","11","-0.217"
"23","12","-0.217"
"27","13","-0.218"
"31","14","-0.218"
"11","15","-0.235"
"6","16","-0.241"
"24","17","-0.241"
"22","18","-0.246"
"13","19","-0.247"
"17","20","-0.253"
"19","21","-0.257"
"9","22","-0.307"
"16","23","-0.341"
"8","24","-0.369"
"12","25","-0.394"
"5","26","-0.401"
"2","27","-0.431"
"15","28","-0.432"
"26","29","-0.434"
"4","30","-0.468"
"32","31","-0.608"
"25","32","-0.817"
