"Atom number","Rang","Delta P"
"27","1","0.766"
"2","2","0.303"
"30","3","-0.070"
"19","4","-0.072"
"31","5","-0.144"
"10","6","-0.146"
"24","7","-0.149"
"6","8","-0.163"
"17","9","-0.181"
"29","10","-0.215"
"23","11","-0.217"
"34","12","-0.229"
"11","13","-0.230"
"15","14","-0.250"
"8","15","-0.259"
"3","16","-0.266"
"4","17","-0.266"
"1","18","-0.271"
"39","19","-0.292"
"37","20","-0.306"
"28","21","-0.382"
"25","22","-0.386"
"14","23","-0.388"
"18","24","-0.409"
"16","25","-0.429"
"20","26","-0.437"
"36","27","-0.442"
"26","28","-0.466"
"38","29","-0.476"
"22","30","-0.479"
"5","31","-0.498"
"9","32","-0.510"
"35","33","-0.512"
"33","34","-0.520"
"13","35","-0.535"
"21","36","-0.540"
"7","37","-0.555"
"32","38","-0.560"
"40","39","-0.651"
"12","40","-0.653"
