"Atom number","Rang","Delta P"
"6","1","0.554"
"2","2","0.544"
"21","3","0.357"
"24","4","0.357"
"13","5","0.055"
"14","6","0.031"
"9","7","-0.015"
"25","8","-0.015"
"8","9","-0.031"
"26","10","-0.031"
"12","11","-0.081"
"4","12","-0.187"
"22","13","-0.227"
"23","14","-0.227"
"17","15","-0.264"
"15","16","-0.281"
"1","17","-0.329"
"3","18","-0.329"
"10","19","-0.506"
"18","20","-0.571"
"19","21","-0.571"
"7","22","-0.612"
"20","23","-0.673"
"11","24","-0.730"
"16","25","-0.772"
"5","26","-0.887"
