"Atom number","Rang","Delta P"
"24","1","0.068"
"7","2","0.064"
"22","3","0.000"
"25","4","0.000"
"2","5","-0.006"
"9","6","-0.012"
"15","7","-0.017"
"17","8","-0.054"
"5","9","-0.089"
"1","10","-0.157"
"3","11","-0.157"
"6","12","-0.203"
"11","13","-0.220"
"8","14","-0.221"
"14","15","-0.222"
"21","16","-0.232"
"4","17","-0.247"
"10","18","-0.263"
"23","19","-0.277"
"18","20","-0.283"
"16","21","-0.288"
"12","22","-0.348"
"29","23","-0.348"
"13","24","-0.371"
"28","25","-0.371"
"20","26","-0.397"
"26","27","-0.397"
"19","28","-0.452"
"27","29","-0.452"
