"Atom number","Rang","Delta P"
"9","1","0.700"
"18","2","0.226"
"11","3","-0.089"
"19","4","-0.089"
"22","5","-0.113"
"29","6","-0.113"
"10","7","-0.119"
"16","8","-0.160"
"17","9","-0.160"
"23","10","-0.179"
"28","11","-0.179"
"15","12","-0.190"
"6","13","-0.265"
"13","14","-0.286"
"5","15","-0.299"
"4","16","-0.327"
"7","17","-0.350"
"2","18","-0.355"
"21","19","-0.360"
"14","20","-0.387"
"26","21","-0.466"
"27","22","-0.466"
"12","23","-0.475"
"8","24","-0.484"
"24","25","-0.505"
"25","26","-0.518"
"1","27","-0.558"
"20","28","-0.609"
"3","29","-0.690"
