"Atom number","Rang","Delta P"
"1","1","0.434"
"24","2","0.229"
"28","3","0.064"
"16","4","0.033"
"12","5","0.009"
"15","6","-0.014"
"3","7","-0.021"
"4","8","-0.031"
"8","9","-0.055"
"9","10","-0.055"
"30","11","-0.077"
"17","12","-0.092"
"7","13","-0.099"
"10","14","-0.099"
"25","15","-0.111"
"31","16","-0.141"
"32","17","-0.150"
"29","18","-0.170"
"21","19","-0.177"
"14","20","-0.219"
"6","21","-0.221"
"2","22","-0.299"
"18","23","-0.317"
"19","24","-0.369"
"13","25","-0.405"
"5","26","-0.418"
"20","27","-0.439"
"26","28","-0.477"
"11","29","-0.538"
"27","30","-0.584"
"23","31","-0.641"
"22","32","-0.714"
