"Atom number","Rang","Delta P"
"13","1","0.644"
"17","2","0.644"
"40","3","0.422"
"42","4","0.422"
"2","5","0.404"
"28","6","0.291"
"14","7","0.228"
"16","8","0.228"
"38","9","0.170"
"12","10","0.162"
"37","11","0.131"
"31","12","0.127"
"33","13","0.041"
"39","14","0.003"
"43","15","0.003"
"1","16","-0.027"
"29","17","-0.084"
"11","18","-0.113"
"27","19","-0.122"
"25","20","-0.123"
"9","21","-0.148"
"18","22","-0.148"
"8","23","-0.151"
"19","24","-0.151"
"4","25","-0.152"
"35","26","-0.189"
"5","27","-0.224"
"30","28","-0.230"
"34","29","-0.255"
"26","30","-0.257"
"36","31","-0.313"
"15","32","-0.318"
"41","33","-0.319"
"32","34","-0.366"
"20","35","-0.378"
"21","36","-0.404"
"3","37","-0.406"
"7","38","-0.440"
"6","39","-0.474"
"23","40","-0.474"
"22","41","-0.510"
"10","42","-0.545"
"24","43","-0.689"
