"Atom number","Rang","Delta P"
"39","1","0.405"
"44","2","0.363"
"10","3","0.275"
"41","4","0.256"
"1","5","0.235"
"7","6","0.235"
"4","7","0.177"
"27","8","0.177"
"42","9","0.157"
"43","10","0.157"
"20","11","0.120"
"33","12","0.120"
"15","13","0.073"
"24","14","0.073"
"28","15","0.073"
"40","16","0.073"
"19","17","0.054"
"21","18","0.054"
"32","19","0.054"
"34","20","0.054"
"46","21","0.044"
"45","22","0.028"
"29","23","-0.014"
"14","24","-0.032"
"12","25","-0.077"
"38","26","-0.077"
"16","27","-0.085"
"3","28","-0.096"
"5","29","-0.096"
"47","30","-0.100"
"48","31","-0.107"
"18","32","-0.171"
"22","33","-0.171"
"31","34","-0.171"
"35","35","-0.171"
"36","36","-0.219"
"50","37","-0.221"
"13","38","-0.233"
"8","39","-0.273"
"23","40","-0.287"
"11","41","-0.323"
"30","42","-0.327"
"37","43","-0.333"
"26","44","-0.366"
"9","45","-0.411"
"17","46","-0.422"
"25","47","-0.445"
"2","48","-0.455"
"6","49","-0.455"
"49","50","-0.463"
