"Atom number","Rang","Delta P"
"15","1","0.963"
"11","2","0.749"
"36","3","0.015"
"29","4","-0.075"
"30","5","-0.086"
"7","6","-0.095"
"8","7","-0.095"
"35","8","-0.127"
"33","9","-0.197"
"26","10","-0.214"
"25","11","-0.216"
"14","12","-0.217"
"22","13","-0.223"
"23","14","-0.223"
"1","15","-0.226"
"3","16","-0.226"
"13","17","-0.231"
"12","18","-0.279"
"32","19","-0.289"
"6","20","-0.291"
"9","21","-0.293"
"2","22","-0.324"
"27","23","-0.337"
"39","24","-0.399"
"18","25","-0.404"
"42","26","-0.452"
"19","27","-0.503"
"10","28","-0.582"
"41","29","-0.599"
"17","30","-0.605"
"31","31","-0.618"
"16","32","-0.623"
"24","33","-0.624"
"20","34","-0.638"
"28","35","-0.679"
"38","36","-0.682"
"37","37","-0.685"
"40","38","-0.691"
"34","39","-0.699"
"4","40","-0.705"
"5","41","-0.718"
"21","42","-0.736"
