"Atom number","Rang","Delta P"
"15","1","0.523"
"19","2","0.445"
"31","3","0.267"
"30","4","0.051"
"28","5","-0.087"
"1","6","-0.091"
"21","7","-0.097"
"8","8","-0.188"
"27","9","-0.245"
"14","10","-0.252"
"22","11","-0.304"
"17","12","-0.344"
"11","13","-0.345"
"13","14","-0.345"
"24","15","-0.345"
"26","16","-0.345"
"9","17","-0.346"
"6","18","-0.433"
"5","19","-0.519"
"23","20","-0.546"
"12","21","-0.655"
"18","22","-0.674"
"25","23","-0.718"
"16","24","-0.724"
"20","25","-0.725"
"3","26","-0.733"
"10","27","-0.741"
"7","28","-0.773"
"29","29","-0.898"
"2","30","-0.917"
"4","31","-0.950"
