"Atom number","Rang","Delta P"
"2","1","0.481"
"21","2","0.351"
"24","3","0.351"
"17","4","0.289"
"6","5","0.270"
"14","6","0.064"
"13","7","-0.008"
"1","8","-0.055"
"3","9","-0.055"
"20","10","-0.118"
"18","11","-0.161"
"19","12","-0.161"
"22","13","-0.166"
"23","14","-0.166"
"12","15","-0.228"
"15","16","-0.272"
"4","17","-0.286"
"8","18","-0.289"
"26","19","-0.289"
"9","20","-0.299"
"25","21","-0.299"
"5","22","-0.500"
"10","23","-0.557"
"7","24","-0.648"
"11","25","-0.722"
"16","26","-0.843"
