"Atom number","Rang","Delta P"
"1","1","0.589"
"17","2","0.315"
"20","3","0.193"
"23","4","0.193"
"16","5","0.123"
"3","6","0.121"
"28","7","0.121"
"14","8","-0.014"
"19","9","-0.113"
"24","10","-0.113"
"12","11","-0.118"
"25","12","-0.118"
"11","13","-0.136"
"26","14","-0.136"
"4","15","-0.240"
"27","16","-0.240"
"2","17","-0.241"
"13","18","-0.249"
"21","19","-0.265"
"18","20","-0.275"
"15","21","-0.351"
"6","22","-0.389"
"5","23","-0.524"
"7","24","-0.536"
"8","25","-0.536"
"10","26","-0.570"
"22","27","-0.578"
"9","28","-0.814"
