"Atom number","Rang","Delta P"
"1","1","0.619"
"18","2","0.377"
"15","3","0.237"
"10","4","0.117"
"17","5","0.102"
"8","6","0.012"
"7","7","-0.020"
"16","8","-0.020"
"21","9","-0.133"
"12","10","-0.180"
"11","11","-0.181"
"22","12","-0.182"
"27","13","-0.246"
"26","14","-0.266"
"9","15","-0.290"
"13","16","-0.319"
"20","17","-0.329"
"6","18","-0.353"
"23","19","-0.392"
"19","20","-0.408"
"14","21","-0.478"
"25","22","-0.486"
"2","23","-0.531"
"3","24","-0.569"
"4","25","-0.612"
"28","26","-0.613"
"24","27","-0.628"
"5","28","-0.709"
