"Atom number","Rang","Delta P"
"1","1","0.629"
"31","2","0.547"
"37","3","0.446"
"38","4","0.235"
"5","5","0.049"
"17","6","0.033"
"25","7","0.033"
"20","8","0.021"
"6","9","-0.013"
"21","10","-0.079"
"22","11","-0.079"
"23","12","-0.079"
"4","13","-0.083"
"18","14","-0.120"
"24","15","-0.120"
"27","16","-0.130"
"7","17","-0.135"
"26","18","-0.135"
"10","19","-0.180"
"35","20","-0.195"
"28","21","-0.210"
"13","22","-0.259"
"34","23","-0.263"
"19","24","-0.265"
"8","25","-0.327"
"11","26","-0.370"
"29","27","-0.388"
"33","28","-0.388"
"30","29","-0.392"
"32","30","-0.392"
"14","31","-0.408"
"15","32","-0.408"
"9","33","-0.426"
"3","34","-0.466"
"39","35","-0.492"
"36","36","-0.497"
"16","37","-0.511"
"2","38","-0.657"
"12","39","-0.657"
