"Atom number","Rang","Delta P"
"32","1","0.687"
"4","2","0.670"
"33","3","0.226"
"1","4","0.008"
"2","5","0.005"
"10","6","-0.027"
"13","7","-0.027"
"27","8","-0.027"
"30","9","-0.027"
"36","10","-0.027"
"39","11","-0.027"
"16","12","-0.062"
"35","13","-0.092"
"26","14","-0.121"
"38","15","-0.141"
"11","16","-0.166"
"15","17","-0.186"
"21","18","-0.208"
"29","19","-0.225"
"22","20","-0.226"
"9","21","-0.232"
"28","22","-0.244"
"17","23","-0.256"
"41","24","-0.269"
"25","25","-0.275"
"24","26","-0.282"
"12","27","-0.296"
"3","28","-0.307"
"23","29","-0.322"
"18","30","-0.331"
"42","31","-0.334"
"20","32","-0.335"
"5","33","-0.395"
"6","34","-0.395"
"7","35","-0.395"
"40","36","-0.444"
"8","37","-0.452"
"14","38","-0.470"
"37","39","-0.474"
"19","40","-0.512"
"34","41","-0.575"
"31","42","-0.643"
