"Atom number","Rang","Delta P"
"1","1","0.252"
"7","2","0.252"
"4","3","0.175"
"10","4","0.146"
"41","5","0.078"
"20","6","0.070"
"33","7","0.070"
"19","8","0.030"
"21","9","0.030"
"32","10","0.030"
"34","11","0.030"
"39","12","0.021"
"42","13","0.011"
"43","14","0.011"
"23","15","-0.018"
"27","16","-0.027"
"45","17","-0.046"
"29","18","-0.048"
"3","19","-0.067"
"5","20","-0.067"
"46","21","-0.073"
"15","22","-0.090"
"24","23","-0.090"
"28","24","-0.090"
"40","25","-0.090"
"18","26","-0.091"
"22","27","-0.091"
"31","28","-0.091"
"35","29","-0.091"
"16","30","-0.093"
"47","31","-0.098"
"14","32","-0.103"
"26","33","-0.226"
"11","34","-0.295"
"37","35","-0.302"
"12","36","-0.303"
"38","37","-0.303"
"30","38","-0.307"
"8","39","-0.314"
"50","40","-0.331"
"2","41","-0.348"
"6","42","-0.348"
"49","43","-0.352"
"17","44","-0.354"
"36","45","-0.371"
"44","46","-0.390"
"48","47","-0.409"
"13","48","-0.428"
"25","49","-0.474"
"9","50","-0.486"
