"Atom number","Rang","Delta P"
"10","1","0.205"
"31","2","0.121"
"1","3","-0.032"
"3","4","-0.044"
"6","5","-0.044"
"8","6","-0.044"
"22","7","-0.044"
"15","8","-0.104"
"2","9","-0.121"
"35","10","-0.128"
"36","11","-0.128"
"4","12","-0.130"
"33","13","-0.150"
"34","14","-0.158"
"26","15","-0.217"
"21","16","-0.237"
"24","17","-0.240"
"18","18","-0.244"
"30","19","-0.297"
"32","20","-0.309"
"27","21","-0.316"
"9","22","-0.366"
"16","23","-0.382"
"12","24","-0.389"
"29","25","-0.418"
"20","26","-0.472"
"28","27","-0.510"
"11","28","-0.547"
"14","29","-0.572"
"5","30","-0.598"
"25","31","-0.644"
"23","32","-0.684"
"13","33","-0.721"
"7","34","-0.784"
"17","35","-0.804"
"19","36","-0.864"
