"Atom number","Rang","Delta P"
"7","1","0.195"
"30","2","0.147"
"32","3","0.147"
"62","4","0.135"
"27","5","0.102"
"57","6","0.090"
"60","7","0.090"
"4","8","0.072"
"56","9","0.036"
"61","10","0.036"
"8","11","-0.011"
"24","12","-0.017"
"29","13","-0.042"
"33","14","-0.042"
"46","15","-0.089"
"14","16","-0.105"
"5","17","-0.109"
"48","18","-0.134"
"28","19","-0.143"
"23","20","-0.151"
"1","21","-0.161"
"3","22","-0.161"
"19","23","-0.173"
"6","24","-0.174"
"13","25","-0.186"
"26","26","-0.195"
"47","27","-0.198"
"38","28","-0.203"
"54","29","-0.213"
"55","30","-0.213"
"41","31","-0.215"
"34","32","-0.227"
"50","33","-0.230"
"15","34","-0.235"
"2","35","-0.240"
"17","36","-0.240"
"36","37","-0.248"
"37","38","-0.248"
"31","39","-0.255"
"9","40","-0.260"
"53","41","-0.260"
"42","42","-0.263"
"10","43","-0.264"
"52","44","-0.264"
"35","45","-0.268"
"58","46","-0.269"
"22","47","-0.270"
"25","48","-0.276"
"39","49","-0.284"
"16","50","-0.285"
"51","51","-0.285"
"59","52","-0.285"
"20","53","-0.287"
"21","54","-0.287"
"12","55","-0.292"
"49","56","-0.294"
"43","57","-0.297"
"11","58","-0.309"
"44","59","-0.329"
"45","60","-0.335"
"40","61","-0.355"
"18","62","-0.427"
