"Atom number","Rang","Delta P"
"4","1","0.348"
"1","2","0.127"
"3","3","0.127"
"17","4","0.079"
"20","5","0.079"
"6","6","-0.036"
"8","7","-0.036"
"13","8","-0.036"
"26","9","-0.036"
"14","10","-0.065"
"5","11","-0.070"
"7","12","-0.202"
"24","13","-0.250"
"11","14","-0.268"
"22","15","-0.361"
"9","16","-0.375"
"23","17","-0.407"
"16","18","-0.419"
"21","19","-0.419"
"2","20","-0.424"
"25","21","-0.446"
"12","22","-0.483"
"28","23","-0.539"
"10","24","-0.549"
"18","25","-0.579"
"27","26","-0.648"
"15","27","-0.687"
"29","28","-0.743"
"19","29","-0.755"
