"Atom number","Rang","Delta P"
"2","1","0.536"
"11","2","0.335"
"22","3","0.279"
"7","4","0.094"
"3","5","0.043"
"15","6","0.038"
"26","7","0.037"
"20","8","-0.084"
"27","9","-0.115"
"18","10","-0.120"
"1","11","-0.135"
"5","12","-0.137"
"10","13","-0.146"
"12","14","-0.155"
"8","15","-0.184"
"9","16","-0.196"
"31","17","-0.212"
"6","18","-0.289"
"25","19","-0.301"
"4","20","-0.325"
"29","21","-0.344"
"19","22","-0.363"
"24","23","-0.364"
"14","24","-0.395"
"16","25","-0.395"
"28","26","-0.423"
"30","27","-0.423"
"13","28","-0.497"
"17","29","-0.497"
"23","30","-0.514"
"21","31","-0.650"
