"Atom number","Rang","Delta P"
"12","1","0.344"
"17","2","-0.061"
"20","3","-0.061"
"6","4","-0.374"
"8","5","-0.374"
"13","6","-0.374"
"26","7","-0.374"
"16","8","-0.462"
"21","9","-0.462"
"18","10","-0.531"
"1","11","-0.622"
"3","12","-0.622"
"14","13","-0.623"
"11","14","-0.689"
"15","15","-0.719"
"10","16","-0.766"
"7","17","-0.795"
"23","18","-0.796"
"4","19","-0.818"
"28","20","-0.820"
"9","21","-0.859"
"27","22","-0.878"
"19","23","-0.885"
"22","24","-0.891"
"29","25","-0.901"
"5","26","-0.926"
"25","27","-0.926"
"2","28","-0.929"
"24","29","-0.965"
