"Atom number","Rang","Delta P"
"11","1","0.372"
"28","2","0.101"
"1","3","0.061"
"4","4","-0.088"
"10","5","-0.163"
"3","6","-0.169"
"7","7","-0.169"
"9","8","-0.169"
"12","9","-0.169"
"23","10","-0.169"
"30","11","-0.169"
"5","12","-0.181"
"14","13","-0.291"
"2","14","-0.319"
"27","15","-0.474"
"17","16","-0.486"
"16","17","-0.511"
"26","18","-0.532"
"8","19","-0.586"
"15","20","-0.632"
"18","21","-0.633"
"6","22","-0.698"
"19","23","-0.720"
"25","24","-0.742"
"29","25","-0.789"
"20","26","-0.860"
"22","27","-0.891"
"13","28","-0.900"
"32","29","-0.926"
"21","30","-0.948"
"33","31","-0.953"
"31","32","-0.954"
"24","33","-0.979"
