"Atom number","Rang","Delta P"
"21","1","0.106"
"19","2","0.049"
"17","3","0.003"
"26","4","-0.006"
"7","5","-0.014"
"3","6","-0.056"
"4","7","-0.056"
"2","8","-0.063"
"1","9","-0.071"
"40","10","-0.081"
"5","11","-0.087"
"36","12","-0.088"
"18","13","-0.094"
"6","14","-0.095"
"33","15","-0.096"
"8","16","-0.108"
"39","17","-0.133"
"9","18","-0.135"
"10","19","-0.135"
"30","20","-0.140"
"20","21","-0.143"
"22","22","-0.143"
"32","23","-0.147"
"13","24","-0.149"
"15","25","-0.149"
"16","26","-0.150"
"11","27","-0.157"
"38","28","-0.157"
"24","29","-0.159"
"23","30","-0.168"
"37","31","-0.172"
"31","32","-0.175"
"35","33","-0.175"
"14","34","-0.182"
"27","35","-0.182"
"12","36","-0.186"
"29","37","-0.194"
"34","38","-0.201"
"28","39","-0.208"
"25","40","-0.211"
