"Atom number","Rang","Delta P"
"34","1","0.006"
"40","2","0.000"
"37","3","-0.005"
"31","4","-0.041"
"24","5","-0.074"
"10","6","-0.099"
"13","7","-0.099"
"27","8","-0.099"
"30","9","-0.099"
"36","10","-0.099"
"39","11","-0.099"
"23","12","-0.105"
"42","13","-0.125"
"8","14","-0.127"
"4","15","-0.128"
"6","16","-0.128"
"20","17","-0.136"
"18","18","-0.137"
"33","19","-0.187"
"25","20","-0.191"
"32","21","-0.197"
"1","22","-0.211"
"5","23","-0.249"
"16","24","-0.256"
"21","25","-0.264"
"17","26","-0.266"
"19","27","-0.266"
"3","28","-0.291"
"2","29","-0.302"
"15","30","-0.307"
"11","31","-0.323"
"22","32","-0.336"
"28","33","-0.348"
"41","34","-0.356"
"7","35","-0.370"
"35","36","-0.370"
"14","37","-0.371"
"29","38","-0.378"
"9","39","-0.484"
"12","40","-0.498"
"38","41","-0.502"
"26","42","-0.523"
