"Atom number","Rang","Delta P"
"11","1","0.866"
"12","2","0.759"
"8","3","0.220"
"18","4","-0.053"
"3","5","-0.102"
"26","6","-0.120"
"22","7","-0.127"
"1","8","-0.162"
"4","9","-0.292"
"16","10","-0.326"
"17","11","-0.420"
"9","12","-0.428"
"14","13","-0.428"
"20","14","-0.434"
"10","15","-0.438"
"13","16","-0.438"
"25","17","-0.480"
"2","18","-0.497"
"6","19","-0.578"
"23","20","-0.596"
"5","21","-0.629"
"27","22","-0.642"
"7","23","-0.728"
"24","24","-0.785"
"19","25","-0.787"
"15","26","-0.799"
"21","27","-0.816"
